,TABLE,VALUE,CLUSTER,OBSERVED,EXPECTED,DIFF,INDCHI2,INFLUENCE,rank
432,INCOME,50k-74999,10,55606.93504311,87535.42215084686,-31928.48710773686,11645.894472664702,0.0018631649411535336,28.0
433,INCOME,>75k,10,141602.51869041624,215377.50372878218,-73774.98503836594,25270.7377659321,0.004042931416997122,20.0
434,INCOME,<20k,11,503148.875322,504369.3936970043,-1220.5183750042925,2.953520023893485,4.72518016922591e-07,50.0
435,INCOME,20k-49999,11,958021.3039259074,930009.4589800454,28011.844945861958,843.7155662175346,0.0001349815823054017,44.0
436,INCOME,50k-74999,11,474496.9665637625,502222.2963927819,-27725.329829019378,1530.5850012017897,0.0002448701832554136,43.0
437,INCOME,>75k,11,1236632.4423153554,1235698.4390571932,934.0032581621781,0.7059668109018205,1.1294388891961824e-07,52.0
438,INCOME,<20k,12,46807.88181041,24981.087109329885,21826.794701080114,19070.78602456699,0.003051033993534366,24.0
439,INCOME,20k-49999,12,37238.964431695,46062.76193126439,-8823.797499569388,1690.2894887108605,0.00027042045788397195,42.0
440,INCOME,50k-74999,12,26854.6409370175,24874.74278023444,1979.8981567830597,157.58943703923646,2.5211898912256354e-05,46.0
441,INCOME,>75k,12,46220.442379315,61203.33773760876,-14982.895358293761,3667.8907003406107,0.0005868063957558807,36.0
442,COUTYP4,Large Metro,0,26583032.376918845,29175287.613331255,-2592255.2364124097,230324.62609338737,0.09220657744413573,4.0
443,COUTYP4,Small Metro,0,16289647.112742854,15588159.361224843,701487.7515180111,31567.874957311775,0.012637666047129336,13.0
444,COUTYP4,Nonmetro,0,9336548.653034125,7445781.168139736,1890767.4848943884,480137.89301667514,0.19221510338349904,1.0
445,COUTYP4,Large Metro,1,34082910.82805441,34901779.393041275,-818868.5649868622,19212.365053723785,0.007691346150250189,16.0
446,COUTYP4,Small Metro,1,19207658.03134064,18647785.2893708,559872.7419698387,16809.3681011812,0.006729346869666091,17.0
447,COUTYP4,Nonmetro,1,9166226.325194817,8907230.5021778,258995.82301701792,7530.8297370166665,0.0030148406062462446,20.0
448,COUTYP4,Large Metro,2,25802698.537373703,23995928.150191955,1806770.3871817477,136040.54869495716,0.05446153805411266,6.0
449,COUTYP4,Small Metro,2,12186648.52205035,12820862.53897889,-634214.0169285387,31372.882912187273,0.01255960427225654,14.0
450,COUTYP4,Nonmetro,2,4951408.277522641,6123964.647775857,-1172556.3702532155,224509.5327127235,0.08987860293596629,5.0
451,COUTYP4,Large Metro,3,16001532.543771558,14867640.75968698,1133891.784084577,86477.10815697529,0.03461965099289038,10.0
452,COUTYP4,Small Metro,3,7208940.626818855,7943680.163809026,-734739.5369901704,67958.70126745806,0.027206119283484907,11.0
453,COUTYP4,Nonmetro,3,3395195.937242278,3794348.1843366865,-399152.2470944086,41989.42970447716,0.016809759631656353,12.0
454,COUTYP4,Large Metro,4,9260277.901914371,8755983.088079492,504294.81383487955,29044.512386847935,0.011627480422519796,15.0
455,COUTYP4,Small Metro,4,4623356.56899716,4678262.697873307,-54906.12887614779,644.4022456316093,0.0002579755650744628,35.0
456,COUTYP4,Nonmetro,4,1785212.5587315694,2234601.243690302,-449388.6849587327,90374.15097623017,0.03617976632493934,9.0
457,COUTYP4,Large Metro,5,7448292.015275802,6578103.1542276265,870188.861048176,115113.52682355925,0.046083757980879,8.0
458,COUTYP4,Small Metro,5,3277507.0717234067,3514636.1407529544,-237129.06902954774,15998.866775089156,0.006404876340567829,18.0
459,COUTYP4,Nonmetro,5,1045727.9970500995,1678787.7890687292,-633059.7920186296,238722.66815389815,0.09556859187032057,3.0
460,COUTYP4,Large Metro,6,5850790.628556148,5893754.399070099,-42963.77051395085,313.19350142358684,0.00012538173331194262,38.0
461,COUTYP4,Small Metro,6,3220292.2355116648,3148993.217350311,71299.01816135366,1614.3413592521297,0.0006462743219771862,29.0
462,COUTYP4,Nonmetro,6,1475800.9273181804,1504136.1749655844,-28335.247647403972,533.7856190168972,0.0002136920652092639,36.0
463,COUTYP4,Large Metro,7,4691245.358625206,4798102.776969528,-106857.41834432166,2379.796429126364,0.0009527113425315907,27.0
464,COUTYP4,Small Metro,7,2718497.140056783,2563593.946705791,154903.1933509917,9359.906369403083,0.00374708057127289,19.0
465,COUTYP4,Nonmetro,7,1176470.8012492675,1224516.5762559383,-48045.77500667074,1885.1492423644781,0.0007546876882342392,28.0
466,COUTYP4,Large Metro,8,3745240.544703954,3818218.800695736,-72978.25599178206,1394.8456402319403,0.0005584029147474388,30.0
467,COUTYP4,Small Metro,8,2131733.780113083,2040048.548281441,91685.23183164187,4120.579259304086,0.0016496043737575393,25.0
468,COUTYP4,Nonmetro,8,955734.8880705697,974441.8639104303,-18706.97583986062,359.1296290050364,0.00014377148684010098,37.0
469,COUTYP4,Large Metro,9,2795211.864926,3473580.3085055933,-678368.4435795932,132481.10144963954,0.053036573413333774,7.0
470,COUTYP4,Small Metro,9,1903224.8391491908,1855910.5267656774,47314.31238351343,1206.2241816290632,0.00048289149668812877,32.0
471,COUTYP4,Nonmetro,9,1517541.325079781,886487.1938837023,631054.1311960787,449221.73636259115,0.179838341761648,2.0
472,COUTYP4,Large Metro,10,345871.9499959407,308979.6730058879,36892.27699005284,4404.950294205425,0.0017634475189619424,24.0
473,COUTYP4,Small Metro,10,151965.3064656385,165085.75497278463,-13120.448507146124,1042.7681604451716,0.0004174546368453961,33.0
474,COUTYP4,Nonmetro,10,55082.408057814995,78854.2365407218,-23771.828482906807,7166.385145697418,0.0028689413639309677,21.0
475,COUTYP4,Large Metro,11,1756379.1420168113,1772727.8523692666,-16348.710352455266,150.77347029396276,6.035961460562428e-05,39.0
476,COUTYP4,Small Metro,11,981305.8472701568,947156.5330580394,34149.31421211746,1231.238576154621,0.0004929055874310952,31.0
477,COUTYP4,Nonmetro,11,434614.59884005727,452415.20269971975,-17800.603859662486,700.3776528237946,0.00028038437478697945,34.0
478,COUTYP4,Large Metro,12,64404.3313588425,87802.0543169112,-23397.722958068705,6235.0869109117475,0.002496111830824359,22.0
479,COUTYP4,Small Metro,12,60309.68223073,46912.04532665978,13397.63690407022,3826.2385142968296,0.0015317700233460816,26.0
480,COUTYP4,Nonmetro,12,32407.915968865,22407.82991486655,10000.08605399845,4462.802576925479,0.0017866077041207096,23.0
481,AIIND102,Amer Ind Area,0,841981.535159116,691115.6702965349,150865.86486258113,32932.99538551746,0.2006533158501099,3.0
482,AIIND102,Not Amer Ind Area,0,51367246.60753671,51518112.4723993,-150865.86486259103,441.7962555000722,0.002691764977905272,11.0
483,AIIND102,Amer Ind Area,1,842310.457166734,826767.0564022706,15543.40076446347,292.21932036824205,0.001780426435584369,12.0
484,AIIND102,Not Amer Ind Area,1,61614484.72742313,61630028.1281876,-15543.400764465332,3.9201232688434002,2.3884427250747656e-05,22.0
485,AIIND102,Amer Ind Area,2,415204.1158725175,568424.969367897,-153220.8534953795,41301.19402031047,0.2516388634478234,2.0
486,AIIND102,Not Amer Ind Area,2,42525551.22107418,42372330.367578804,153220.85349537432,554.0556712881222,0.003375736288427911,10.0
487,AIIND102,Amer Ind Area,3,329071.7829490665,352190.51292793464,-23118.729978868156,1517.575449129664,0.009246245060796868,7.0
488,AIIND102,Not Amer Ind Area,3,26276597.324883625,26253478.594904758,23118.729978866875,20.358280290501707,0.00012403841185644162,20.0
489,AIIND102,Amer Ind Area,4,173365.45310908,207415.16591795578,-34049.712808875774,5589.672950075017,0.034056617043812666,5.0
490,AIIND102,Not Amer Ind Area,4,15495481.57653402,15461431.863725144,34049.71280887537,74.98548340060138,0.0004568696442222402,18.0
491,AIIND102,Amer Ind Area,5,119361.9877048925,155824.6907782475,-36462.70307335499,8532.208270560217,0.05198482133102631,4.0
492,AIIND102,Not Amer Ind Area,5,11652165.096344417,11615702.393271063,36462.70307335444,114.45960566153991,0.0006973765713696294,17.0
493,AIIND102,Amer Ind Area,6,134697.4581706575,139613.56871817983,-4916.110547522316,173.10740737703884,0.001054704404558761,16.0
494,AIIND102,Not Amer Ind Area,6,10412186.333215337,10407270.222667815,4916.110547522083,2.322236513357542,1.414886350721381e-05,26.0
495,AIIND102,Amer Ind Area,7,122728.68194313625,113659.34282484122,9069.339118295029,723.6792858233857,0.004409214728653513,9.0
496,AIIND102,Not Amer Ind Area,7,8463484.61798812,8472553.957106415,-9069.339118294418,9.70816030904532,5.9149631972772446e-05,21.0
497,AIIND102,Amer Ind Area,8,85576.70503495575,90447.46638850226,-4870.761353546506,262.2993999776432,0.0015981311063540046,13.0
498,AIIND102,Not Amer Ind Area,8,6747132.50785265,6742261.746499104,4870.761353545822,3.5187474255971,2.1438934731566695e-05,23.0
499,AIIND102,Amer Ind Area,9,156426.62763270325,82283.53444388136,74143.09318882189,66807.99876621125,0.4070460740308305,1.0
500,AIIND102,Not Amer Ind Area,9,6059551.401522269,6133694.494711091,-74143.09318882227,896.2295517565245,0.005460524596007037,8.0
501,AIIND102,Amer Ind Area,10,8672.63332169,7319.23183235026,1353.4014893397398,250.25790046041683,0.0015247649646576592,14.0
502,AIIND102,Not Amer Ind Area,10,544247.0311977043,545600.432687044,-1353.401489339769,3.357210664819549,2.0454727668034434e-05,24.0
503,AIIND102,Amer Ind Area,11,45015.04709214825,41993.07352787508,3021.9735642731684,217.4721556664297,0.0013250088134628007,15.0
504,AIIND102,Not Amer Ind Area,11,3127284.5410348773,3130306.5145991505,-3021.973564273212,2.9173897765521457,1.7774998157313876e-05,25.0
505,AIIND102,Amer Ind Area,12,4721.6878128299995,2079.8895430568887,2641.798269773111,3355.513816334097,0.020444389152782013,6.0
506,AIIND102,Not Amer Ind Area,12,152400.2417456075,155042.04001538063,-2641.798269773135,45.014230317686625,0.00027426155647100267,19.0
